,hyperparam,test_accuracy_mean,test_recall_mean,test_precision_mean,test_f1_mean,test_type_1_error_FP_mean,test_type_2_error_FN_mean,test_auc_mean,test_cost_mean,hyperparam_str,batch_size,epochs,activation,dropout_rate,neurons
0,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0, 'neurons': 0.5}",0.5723577235772358,0.7168604405360842,0.6238750054032891,0.6586986173171097,96.2,61.6,0.541272674084703,404.2,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0, 'neurons': 0.5}",100,10,linear,0.0,0.5
5,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0, 'neurons': 1.5}",0.5934959349593496,0.6375470342028495,0.6643028596669324,0.6496765489492163,71.2,78.8,0.5840880866378486,465.2,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0, 'neurons': 1.5}",100,10,linear,0.0,1.5
10,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0, 'neurons': 1}",0.6254742547425474,0.6689384010484928,0.6919363571867592,0.6773552217161102,66.2,72.0,0.6161875692938525,426.2,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0, 'neurons': 1}",100,10,linear,0.0,1.0
15,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0, 'neurons': 2}",0.5886178861788618,0.6474992601361349,0.6515309565121595,0.6481421959112895,75.2,76.6,0.5757320281161679,458.2,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0, 'neurons': 2}",100,10,linear,0.0,2.0
20,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 0.5}",0.5582655826558265,0.6799518031539339,0.616160696652513,0.6440273553132265,93.4,69.6,0.5318415342015749,441.4,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 0.5}",100,10,linear,0.1,0.5
25,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 1.5}",0.6493224932249323,0.7554179173889147,0.6942799579005288,0.7167267441439551,76.2,53.2,0.6265630890534675,342.2,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 1.5}",100,10,linear,0.1,1.5
30,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 1}",0.567479674796748,0.700097239250835,0.6203193584739107,0.6554669088928379,94.4,65.2,0.5389210490433332,420.4,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 1}",100,10,linear,0.1,1.0
35,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 2}",0.6699186991869919,0.8041220986767007,0.6930993298722109,0.7403876355967426,79.2,42.6,0.6409247649186919,292.2,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 2}",100,10,linear,0.1,2.0
40,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 0.5}",0.5869918699186992,0.7821629391620514,0.6257060974369425,0.68913875233357,105.0,47.4,0.5449416996263377,342.0,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 0.5}",100,10,linear,0.3,0.5
45,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 1.5}",0.5864498644986449,0.898959962795417,0.6061058188969832,0.7152884936607653,130.6,22.0,0.5189336237818145,240.6,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 1.5}",100,10,linear,0.3,1.5
50,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 1}",0.6303523035230352,0.8251807381727477,0.645828353829614,0.7241331835982342,98.4,38.0,0.5880173471275032,288.4,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 1}",100,10,linear,0.3,1.0
55,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 2}",0.581029810298103,0.8740244366465142,0.6005582104724261,0.7089997893872667,127.2,27.4,0.5175847174518733,264.2,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 2}",100,10,linear,0.3,2.0
60,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.5, 'neurons': 0.5}",0.5414634146341464,0.5620090474781212,0.5011729527409935,0.5264039572653129,74.0,95.2,0.5369125056142784,550.0,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.5, 'neurons': 0.5}",100,10,linear,0.5,0.5
65,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.5, 'neurons': 1.5}",0.6227642276422765,0.7794233289646134,0.6645424713399263,0.7029658979913396,91.2,48.0,0.5891539788775664,331.2,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.5, 'neurons': 1.5}",100,10,linear,0.5,1.5
70,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.5, 'neurons': 1}",0.6157181571815717,0.9060457447258277,0.6237338261393264,0.7347717672350498,121.4,20.4,0.5525828235654233,223.4,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.5, 'neurons': 1}",100,10,linear,0.5,1.0
75,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.5, 'neurons': 2}",0.6211382113821139,0.9382488479262673,0.6221064697638494,0.7447082363090841,126.4,13.4,0.5520409453991741,193.4,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.5, 'neurons': 2}",100,10,linear,0.5,2.0
80,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0, 'neurons': 0.5}",0.5468834688346884,0.7811355853380121,0.5829724305826749,0.6588725802205827,119.6,47.6,0.49634506698061287,357.6,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0, 'neurons': 0.5}",100,10,relu,0.0,0.5
85,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0, 'neurons': 1.5}",0.62710027100271,0.6560013528939247,0.6993695356027314,0.6745040352804959,62.8,74.8,0.6209555387683288,436.8,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0, 'neurons': 1.5}",100,10,relu,0.0,1.5
90,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0, 'neurons': 1}",0.5387533875338754,0.5786242759903606,0.620305589316367,0.5974990361625337,78.6,91.6,0.5301103255169648,536.6,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0, 'neurons': 1}",100,10,relu,0.0,1.0
95,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0, 'neurons': 2}",0.6016260162601627,0.6539931509745064,0.6768567813504938,0.6595786937308942,71.8,75.2,0.5901413994677343,447.8,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0, 'neurons': 2}",100,10,relu,0.0,2.0
100,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.1, 'neurons': 0.5}",0.4878048780487805,0.2676277850589777,0.4483877271838968,0.2869439285008699,29.8,159.2,0.5353998109679692,825.8,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.1, 'neurons': 0.5}",100,10,relu,0.1,0.5
105,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.1, 'neurons': 1.5}",0.581029810298103,0.633919587367353,0.6493601413623425,0.6408280183557707,75.0,79.6,0.5695652311183228,473.0,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.1, 'neurons': 1.5}",100,10,relu,0.1,1.5
110,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.1, 'neurons': 1}",0.5165311653116531,0.6211727899209403,0.584578267940594,0.5989589205738602,96.0,82.4,0.49397346362551015,508.0,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.1, 'neurons': 1}",100,10,relu,0.1,1.0
115,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.1, 'neurons': 2}",0.6168021680216802,0.7139178962499472,0.6702754108445084,0.6853121426717642,79.2,62.2,0.5957703806798708,390.2,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.1, 'neurons': 2}",100,10,relu,0.1,2.0
120,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.3, 'neurons': 0.5}",0.4184281842818428,0.17462478332558237,0.6112273361227336,0.19466164476666153,35.2,179.4,0.4709739462114143,932.2,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.3, 'neurons': 0.5}",100,10,relu,0.3,0.5
125,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.3, 'neurons': 1.5}",0.583739837398374,0.8390309897264618,0.6081644546844942,0.7043372832728371,118.6,35.0,0.5283818245948446,293.6,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.3, 'neurons': 1.5}",100,10,relu,0.3,1.5
130,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.3, 'neurons': 1}",0.5897018970189702,0.6790047774066714,0.6562142255495891,0.6630938834822949,81.6,69.8,0.5706195026803311,430.6,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.3, 'neurons': 1}",100,10,relu,0.3,1.0
135,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.3, 'neurons': 2}",0.6542005420054201,0.7885257684014713,0.6784418010830073,0.727255720732228,81.6,46.0,0.625236219857759,311.6,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.3, 'neurons': 2}",100,10,relu,0.3,2.0
140,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.5, 'neurons': 0.5}",0.5203252032520325,0.6046040671373609,0.7531636620714033,0.4552026267279192,91.0,86.0,0.5023020335686805,521.0,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.5, 'neurons': 0.5}",100,10,relu,0.5,0.5
145,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.5, 'neurons': 1.5}",0.562059620596206,0.798494905508815,0.5959217792428934,0.6762179316652908,117.8,43.8,0.510910924347297,336.8,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.5, 'neurons': 1.5}",100,10,relu,0.5,1.5
150,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.5, 'neurons': 1}",0.591869918699187,0.744332642793726,0.6658684012436644,0.6719504264337334,95.0,55.6,0.5589648574721505,373.0,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.5, 'neurons': 1}",100,10,relu,0.5,1.0
155,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.5, 'neurons': 2}",0.6086720867208673,0.8465268676277852,0.6312644479705785,0.7168705099514778,111.0,33.4,0.5573868217539413,278.0,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.5, 'neurons': 2}",100,10,relu,0.5,2.0
160,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0, 'neurons': 0.5}",0.5533875338753387,0.8,0.47132378932484975,0.5931740614334471,121.2,43.6,0.5006622516556292,339.2,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0, 'neurons': 0.5}",100,10,softmax,0.0,0.5
165,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0, 'neurons': 1.5}",0.6,0.935483870967742,0.6122145719064847,0.7313778210307598,133.6,14.0,0.5269524617996604,203.6,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0, 'neurons': 1.5}",100,10,softmax,0.0,1.5
170,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0, 'neurons': 1}",0.5588075880758807,0.7007779140066799,0.4947210414647517,0.5721475627481298,97.6,65.2,0.5290618395408094,423.6,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0, 'neurons': 1}",100,10,softmax,0.0,1.0
175,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0, 'neurons': 2}",0.5934959349593496,0.935483870967742,0.6045763896552993,0.7275962273591411,136.0,14.0,0.5190577249575552,206.0,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0, 'neurons': 2}",100,10,softmax,0.0,2.0
180,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.1, 'neurons': 0.5}",0.5799457994579946,0.9530799475753604,0.58862097353346,0.7271828305407613,144.8,10.2,0.49892146559667283,195.8,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.1, 'neurons': 0.5}",100,10,softmax,0.1,0.5
185,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.1, 'neurons': 1.5}",0.5528455284552846,0.8,0.47100271002710026,0.5929205597967335,121.4,43.6,0.5,339.4,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.1, 'neurons': 1.5}",100,10,softmax,0.1,1.5
190,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.1, 'neurons': 1}",0.6227642276422765,0.9310066376358179,0.6280528813319795,0.7445642041993961,124.2,15.0,0.5558701713797772,199.2,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.1, 'neurons': 1}",100,10,softmax,0.1,1.0
195,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.1, 'neurons': 2}",0.6298102981029811,0.8694584196507844,0.6592666609241385,0.7321866597313441,108.2,28.4,0.5780326256497211,250.2,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.1, 'neurons': 2}",100,10,softmax,0.1,2.0
200,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.3, 'neurons': 0.5}",0.5208672086720867,0.5880184331797235,0.5516870961017303,0.4696033017511261,87.2,89.6,0.5065092165898617,535.2,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.3, 'neurons': 0.5}",100,10,softmax,0.3,0.5
205,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.3, 'neurons': 1.5}",0.5685636856368563,0.7658013782606858,0.6492111908447449,0.6202634372081036,108.2,51.0,0.5262999571679867,363.2,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.3, 'neurons': 1.5}",100,10,softmax,0.3,1.5
210,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.3, 'neurons': 1}",0.6070460704607046,0.962321904198199,0.6063170683659173,0.7426781539049478,136.8,8.2,0.5300020117017484,177.8,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.3, 'neurons': 1}",100,10,softmax,0.3,1.0
215,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.3, 'neurons': 2}",0.605420054200542,0.9824884792626728,0.6031061772411743,0.7462454049124283,141.8,3.8,0.5234810817365996,160.8,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.3, 'neurons': 2}",100,10,softmax,0.3,2.0
220,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.5, 'neurons': 0.5}",0.553929539295393,0.8,0.47154471544715443,0.5933496520166753,121.2,43.4,0.5,338.2,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.5, 'neurons': 0.5}",100,10,softmax,0.5,0.5
225,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.5, 'neurons': 1.5}",0.5994579945799459,0.9183401682661818,0.6157956723508929,0.7249097668332213,130.0,17.8,0.5306453368343806,219.0,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.5, 'neurons': 1.5}",100,10,softmax,0.5,1.5
230,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.5, 'neurons': 1}",0.553929539295393,0.8,0.47154471544715443,0.5933496520166753,121.2,43.4,0.5,338.2,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.5, 'neurons': 1}",100,10,softmax,0.5,1.0
235,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.5, 'neurons': 2}",0.6336043360433604,0.8426964867035893,0.6702355817959218,0.726674834418769,101.0,34.2,0.588135451438236,272.0,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.5, 'neurons': 2}",100,10,softmax,0.5,2.0
240,"{'batch_size': 100, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0, 'neurons': 0.5}",0.6747967479674797,0.6953240603728914,0.7444156353224095,0.7140461118816726,53.8,66.2,0.6700958050208828,384.8,"{'batch_size': 100, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0, 'neurons': 0.5}",100,100,linear,0.0,0.5
245,"{'batch_size': 100, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0, 'neurons': 1.5}",0.659620596205962,0.7809918403585169,0.6911121423327267,0.7267644112847595,78.0,47.6,0.6331196566728101,316.0,"{'batch_size': 100, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0, 'neurons': 1.5}",100,100,linear,0.0,1.5
250,"{'batch_size': 100, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0, 'neurons': 1}",0.6634146341463414,0.7120576671035387,0.7424977352697754,0.7074162448515358,61.6,62.6,0.6527959998117903,374.6,"{'batch_size': 100, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0, 'neurons': 1}",100,100,linear,0.0,1.0
255,"{'batch_size': 100, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0, 'neurons': 2}",0.6802168021680217,0.6394157189362872,0.7869345336499445,0.7007967081588046,39.6,78.4,0.6890438650449996,431.6,"{'batch_size': 100, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0, 'neurons': 2}",100,100,linear,0.0,2.0
260,"{'batch_size': 100, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 0.5}",0.6693766937669376,0.6734198621739315,0.746327279879855,0.7060239463988867,51.0,71.0,0.6684849398008033,406.0,"{'batch_size': 100, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 0.5}",100,100,linear,0.1,0.5
265,"{'batch_size': 100, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 1.5}",0.6607046070460705,0.6892318099184036,0.7304016985690256,0.7016093221924118,57.6,67.6,0.6548154518396478,395.6,"{'batch_size': 100, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 1.5}",100,100,linear,0.1,1.5
270,"{'batch_size': 100, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 1}",0.6829268292682926,0.6955777279837653,0.7498389850016288,0.7196126092746467,50.8,66.2,0.6802696935492196,381.8,"{'batch_size': 100, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 1}",100,100,linear,0.1,1.0
275,"{'batch_size': 100, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 2}",0.6888888888888889,0.610772417875111,0.82680502860485,0.6959427946647182,30.2,84.6,0.7056432671459906,453.2,"{'batch_size': 100, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 2}",100,100,linear,0.1,2.0
280,"{'batch_size': 100, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 0.5}",0.6693766937669376,0.673394495412844,0.748572308000284,0.70582238539173,51.0,71.0,0.6683589765317967,406.0,"{'batch_size': 100, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 0.5}",100,100,linear,0.3,0.5
285,"{'batch_size': 100, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 1.5}",0.6612466124661246,0.7130131484378304,0.715803117891604,0.712635835965734,62.6,62.4,0.6500104083074477,374.6,"{'batch_size': 100, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 1.5}",100,100,linear,0.3,1.5
290,"{'batch_size': 100, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 1}",0.6780487804878048,0.6799222085993321,0.7605534763266698,0.7104145574064071,49.2,69.6,0.6777138055893139,397.2,"{'batch_size': 100, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 1}",100,100,linear,0.3,1.0
295,"{'batch_size': 100, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 2}",0.6731707317073171,0.6816682873208473,0.7495009007799706,0.711246606462892,51.4,69.2,0.6711495845806048,397.4,"{'batch_size': 100, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 2}",100,100,linear,0.3,2.0
300,"{'batch_size': 100, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0.5, 'neurons': 0.5}",0.6368563685636855,0.7103707774912273,0.6919803313979936,0.6957791207878476,71.0,63.0,0.6211447822625186,386.0,"{'batch_size': 100, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0.5, 'neurons': 0.5}",100,100,linear,0.5,0.5
305,"{'batch_size': 100, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0.5, 'neurons': 1.5}",0.6574525745257452,0.7580898828901196,0.7044074357015534,0.7202439479450401,73.8,52.6,0.6356805287577123,336.8,"{'batch_size': 100, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0.5, 'neurons': 1.5}",100,100,linear,0.5,1.5
310,"{'batch_size': 100, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0.5, 'neurons': 1}",0.6737127371273713,0.645934976535746,0.769603813889061,0.6990389922972742,43.4,77.0,0.6799080598956179,428.4,"{'batch_size': 100, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0.5, 'neurons': 1}",100,100,linear,0.5,1.0
315,"{'batch_size': 100, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0.5, 'neurons': 2}",0.6704607046070461,0.6744598993785142,0.7525860207208522,0.7037785874765083,50.8,70.8,0.6698589144853534,404.8,"{'batch_size': 100, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0.5, 'neurons': 2}",100,100,linear,0.5,2.0
320,"{'batch_size': 100, 'epochs': 100, 'activation': 'relu', 'dropout_rate': 0, 'neurons': 0.5}",0.6737127371273713,0.7433306557307742,0.7370885918760546,0.7228225866866981,64.6,55.8,0.6585597161539893,343.6,"{'batch_size': 100, 'epochs': 100, 'activation': 'relu', 'dropout_rate': 0, 'neurons': 0.5}",100,100,relu,0.0,0.5
325,"{'batch_size': 100, 'epochs': 100, 'activation': 'relu', 'dropout_rate': 0, 'neurons': 1.5}",0.6715447154471545,0.7472413647317465,0.7246603812334149,0.7260252875447729,66.2,55.0,0.6555307555621088,341.2,"{'batch_size': 100, 'epochs': 100, 'activation': 'relu', 'dropout_rate': 0, 'neurons': 1.5}",100,100,relu,0.0,1.5
330,"{'batch_size': 100, 'epochs': 100, 'activation': 'relu', 'dropout_rate': 0, 'neurons': 1}",0.6699186991869919,0.6827421468735467,0.7513762464457071,0.7055321589296759,52.8,69.0,0.6673165248135597,397.8,"{'batch_size': 100, 'epochs': 100, 'activation': 'relu', 'dropout_rate': 0, 'neurons': 1}",100,100,relu,0.0,1.0
335,"{'batch_size': 100, 'epochs': 100, 'activation': 'relu', 'dropout_rate': 0, 'neurons': 2}",0.6840108401084011,0.6828309305373524,0.7838014906342844,0.7111666099161424,47.6,69.0,0.6845968873669683,392.6,"{'batch_size': 100, 'epochs': 100, 'activation': 'relu', 'dropout_rate': 0, 'neurons': 2}",100,100,relu,0.0,2.0
340,"{'batch_size': 100, 'epochs': 100, 'activation': 'relu', 'dropout_rate': 0.1, 'neurons': 0.5}",0.6433604336043361,0.9145182429290154,0.6452009759656704,0.7512190454245171,113.0,18.6,0.5845857160967837,206.0,"{'batch_size': 100, 'epochs': 100, 'activation': 'relu', 'dropout_rate': 0.1, 'neurons': 0.5}",100,100,relu,0.1,0.5
345,"{'batch_size': 100, 'epochs': 100, 'activation': 'relu', 'dropout_rate': 0.1, 'neurons': 1.5}",0.6704607046070461,0.6763877732211558,0.756392007021282,0.703056724061169,51.2,70.4,0.6695070619329899,403.2,"{'batch_size': 100, 'epochs': 100, 'activation': 'relu', 'dropout_rate': 0.1, 'neurons': 1.5}",100,100,relu,0.1,1.5
350,"{'batch_size': 100, 'epochs': 100, 'activation': 'relu', 'dropout_rate': 0.1, 'neurons': 1}",0.6840108401084011,0.7912231006637637,0.7306194067175997,0.7448398793667284,71.2,45.4,0.6609130491119446,298.2,"{'batch_size': 100, 'epochs': 100, 'activation': 'relu', 'dropout_rate': 0.1, 'neurons': 1}",100,100,relu,0.1,1.0
355,"{'batch_size': 100, 'epochs': 100, 'activation': 'relu', 'dropout_rate': 0.1, 'neurons': 2}",0.7132791327913279,0.7551896165391282,0.7568485640434774,0.7498296716854629,52.6,53.2,0.7040543760632204,318.6,"{'batch_size': 100, 'epochs': 100, 'activation': 'relu', 'dropout_rate': 0.1, 'neurons': 2}",100,100,relu,0.1,2.0
360,"{'batch_size': 100, 'epochs': 100, 'activation': 'relu', 'dropout_rate': 0.3, 'neurons': 0.5}",0.5978319783197832,0.9687101001987063,0.5984435541982943,0.7393798051377354,141.6,6.8,0.517323854560838,175.6,"{'batch_size': 100, 'epochs': 100, 'activation': 'relu', 'dropout_rate': 0.3, 'neurons': 0.5}",100,100,relu,0.3,0.5
365,"{'batch_size': 100, 'epochs': 100, 'activation': 'relu', 'dropout_rate': 0.3, 'neurons': 1.5}",0.6915989159891598,0.6953874772756098,0.7819206893229074,0.7219701359858992,47.6,66.2,0.6905309641519214,378.6,"{'batch_size': 100, 'epochs': 100, 'activation': 'relu', 'dropout_rate': 0.3, 'neurons': 1.5}",100,100,relu,0.3,1.5
370,"{'batch_size': 100, 'epochs': 100, 'activation': 'relu', 'dropout_rate': 0.3, 'neurons': 1}",0.6574525745257452,0.7914344903394918,0.7097800715297009,0.7268621815609881,81.0,45.4,0.628851612545138,308.0,"{'batch_size': 100, 'epochs': 100, 'activation': 'relu', 'dropout_rate': 0.3, 'neurons': 1}",100,100,relu,0.3,1.0
375,"{'batch_size': 100, 'epochs': 100, 'activation': 'relu', 'dropout_rate': 0.3, 'neurons': 2}",0.6894308943089431,0.8665539255062782,0.6959439799454161,0.7680265404271319,85.6,29.0,0.6509791237848574,230.6,"{'batch_size': 100, 'epochs': 100, 'activation': 'relu', 'dropout_rate': 0.3, 'neurons': 2}",100,100,relu,0.3,2.0
