,hyperparam,test_accuracy_mean,test_recall_mean,test_precision_mean,test_f1_mean,test_type_1_error_FP_mean,test_type_2_error_FN_mean,test_auc_mean,test_cost_mean,hyperparam_str,batch_size,epochs,activation,dropout_rate,neurons
905,"{'batch_size': 100, 'epochs': 50, 'activation': 'softmax', 'dropout_rate': 0.1, 'neurons': 1.5}",0.6455284552845528,0.8675009512535408,0.6921889699427235,0.7414194304832298,102.0,28.8,0.5974007021865473,246.0,"{'batch_size': 100, 'epochs': 50, 'activation': 'softmax', 'dropout_rate': 0.1, 'neurons': 1.5}",100,50,softmax,0.1,1.5
910,"{'batch_size': 100, 'epochs': 50, 'activation': 'softmax', 'dropout_rate': 0.1, 'neurons': 1}",0.62710027100271,0.8879972942121507,0.6641462989198181,0.7316051697903149,113.2,24.4,0.5709026206160092,235.2,"{'batch_size': 100, 'epochs': 50, 'activation': 'softmax', 'dropout_rate': 0.1, 'neurons': 1}",100,50,softmax,0.1,1.0
915,"{'batch_size': 100, 'epochs': 50, 'activation': 'softmax', 'dropout_rate': 0.1, 'neurons': 2}",0.6747967479674797,0.7082611085274595,0.7671022024856731,0.7146885946579707,56.6,63.4,0.6671620983557479,373.6,"{'batch_size': 100, 'epochs': 50, 'activation': 'softmax', 'dropout_rate': 0.1, 'neurons': 2}",100,50,softmax,0.1,2.0
920,"{'batch_size': 100, 'epochs': 50, 'activation': 'softmax', 'dropout_rate': 0.3, 'neurons': 0.5}",0.6303523035230352,0.8907157654420157,0.659470258936166,0.7362680727838781,112.6,23.8,0.5741963281723848,231.6,"{'batch_size': 100, 'epochs': 50, 'activation': 'softmax', 'dropout_rate': 0.3, 'neurons': 0.5}",100,50,softmax,0.3,0.5
925,"{'batch_size': 100, 'epochs': 50, 'activation': 'softmax', 'dropout_rate': 0.3, 'neurons': 1.5}",0.6953929539295393,0.7431319494355896,0.7796670252294604,0.7395719181592675,56.6,55.8,0.6845190942716464,335.6,"{'batch_size': 100, 'epochs': 50, 'activation': 'softmax', 'dropout_rate': 0.3, 'neurons': 1.5}",100,50,softmax,0.3,1.5
930,"{'batch_size': 100, 'epochs': 50, 'activation': 'softmax', 'dropout_rate': 0.3, 'neurons': 1}",0.6184281842818428,0.9778801843317971,0.6161140038366676,0.7528537842480802,136.0,4.8,0.5402558816395828,160.0,"{'batch_size': 100, 'epochs': 50, 'activation': 'softmax', 'dropout_rate': 0.3, 'neurons': 1}",100,50,softmax,0.3,1.0
935,"{'batch_size': 100, 'epochs': 50, 'activation': 'softmax', 'dropout_rate': 0.3, 'neurons': 2}",0.6222222222222222,0.8843064304739355,0.6618360345272292,0.7285441009485126,114.2,25.2,0.5657720719814782,240.2,"{'batch_size': 100, 'epochs': 50, 'activation': 'softmax', 'dropout_rate': 0.3, 'neurons': 2}",100,50,softmax,0.3,2.0
940,"{'batch_size': 100, 'epochs': 50, 'activation': 'softmax', 'dropout_rate': 0.5, 'neurons': 0.5}",0.5913279132791327,0.9990783410138249,0.5905529799099644,0.7423151692580546,150.6,0.2,0.5028286441911229,151.6,"{'batch_size': 100, 'epochs': 50, 'activation': 'softmax', 'dropout_rate': 0.5, 'neurons': 0.5}",100,50,softmax,0.5,0.5
945,"{'batch_size': 100, 'epochs': 50, 'activation': 'softmax', 'dropout_rate': 0.5, 'neurons': 1.5}",0.6439024390243903,0.876074916501078,0.6629879467289189,0.7375488360327035,104.4,27.0,0.5940500061766457,239.4,"{'batch_size': 100, 'epochs': 50, 'activation': 'softmax', 'dropout_rate': 0.5, 'neurons': 1.5}",100,50,softmax,0.5,1.5
950,"{'batch_size': 100, 'epochs': 50, 'activation': 'softmax', 'dropout_rate': 0.5, 'neurons': 1}",0.6151761517615176,0.9788018433179723,0.6115588351232352,0.7506994397007775,137.4,4.6,0.5361288756499238,160.4,"{'batch_size': 100, 'epochs': 50, 'activation': 'softmax', 'dropout_rate': 0.5, 'neurons': 1}",100,50,softmax,0.5,1.0
955,"{'batch_size': 100, 'epochs': 50, 'activation': 'softmax', 'dropout_rate': 0.5, 'neurons': 2}",0.6574525745257452,0.8987950788483492,0.655880734858717,0.7555549120817744,104.4,22.0,0.6049438970400687,214.4,"{'batch_size': 100, 'epochs': 50, 'activation': 'softmax', 'dropout_rate': 0.5, 'neurons': 2}",100,50,softmax,0.5,2.0
960,"{'batch_size': 150, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0, 'neurons': 0.5}",0.5376693766937669,0.6272692681689426,0.6049673969184803,0.6156543948376267,89.6,81.0,0.5182703956738752,494.6,"{'batch_size': 150, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0, 'neurons': 0.5}",150,10,linear,0.0,0.5
965,"{'batch_size': 150, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0, 'neurons': 1.5}",0.5756097560975609,0.6143998647106075,0.6478099496998178,0.628195662203037,72.8,83.8,0.5670988518394446,491.8,"{'batch_size': 150, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0, 'neurons': 1.5}",150,10,linear,0.0,1.5
970,"{'batch_size': 150, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0, 'neurons': 1}",0.5116531165311653,0.5640848940937724,0.5902840476224205,0.575344124346344,85.4,94.8,0.5004112166530208,559.4,"{'batch_size': 150, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0, 'neurons': 1}",150,10,linear,0.0,1.0
975,"{'batch_size': 150, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0, 'neurons': 2}",0.5978319783197832,0.6669513380966474,0.6644124044770539,0.6637662966869367,76.0,72.4,0.5829266972811574,438.0,"{'batch_size': 150, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0, 'neurons': 2}",150,10,linear,0.0,2.0
980,"{'batch_size': 150, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 0.5}",0.5344173441734418,0.6048450513676912,0.48690875659763844,0.5340064041667164,85.8,86.0,0.5198327731568326,515.8,"{'batch_size': 150, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 0.5}",150,10,linear,0.1,0.5
985,"{'batch_size': 150, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 1.5}",0.5707317073170731,0.71573584746121,0.6229723508247254,0.6638429182080847,96.6,61.8,0.5393510188857114,405.6,"{'batch_size': 150, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 1.5}",150,10,linear,0.1,1.5
990,"{'batch_size': 150, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 1}",0.5745257452574526,0.7609647824800236,0.614898025314407,0.6769042861566827,105.0,52.0,0.5341988429653517,365.0,"{'batch_size': 150, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 1}",150,10,linear,0.1,1.0
995,"{'batch_size': 150, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 2}",0.5766937669376693,0.6874561366422863,0.631346704595612,0.6462523459849414,88.2,68.0,0.5529560223120809,428.2,"{'batch_size': 150, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 2}",150,10,linear,0.1,2.0
1000,"{'batch_size': 150, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 0.5}",0.5517615176151762,0.8270282839386125,0.5826399688156887,0.6816651872060148,127.8,37.6,0.49209552921224803,315.8,"{'batch_size': 150, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 0.5}",150,10,linear,0.3,0.5
1005,"{'batch_size': 150, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 1.5}",0.6059620596205961,0.8433856170464635,0.63277415505779,0.7126180375981472,111.4,34.0,0.5540516443545318,281.4,"{'batch_size': 150, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 1.5}",150,10,linear,0.3,1.5
1010,"{'batch_size': 150, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 1}",0.5707317073170731,0.6476937386378049,0.6724497688841167,0.6309707517249675,81.8,76.6,0.5542320209396763,464.8,"{'batch_size': 150, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 1}",150,10,linear,0.3,1.0
1015,"{'batch_size': 150, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 2}",0.605420054200542,0.9659070730985497,0.6049781578383426,0.7423999148441215,138.2,7.4,0.5270934807807144,175.2,"{'batch_size': 150, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 2}",150,10,linear,0.3,2.0
1020,"{'batch_size': 150, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.5, 'neurons': 0.5}",0.567479674796748,0.8252356994884369,0.5999530905567657,0.689750330968609,121.6,38.0,0.5115896169104784,311.6,"{'batch_size': 150, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.5, 'neurons': 0.5}",150,10,linear,0.5,0.5
1025,"{'batch_size': 150, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.5, 'neurons': 1.5}",0.5799457994579946,0.9660423624910159,0.5870143181203022,0.7299642034677307,147.6,7.4,0.4962662143580908,184.6,"{'batch_size': 150, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.5, 'neurons': 1.5}",150,10,linear,0.5,1.5
1030,"{'batch_size': 150, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.5, 'neurons': 1}",0.5875338753387533,0.9861751152073733,0.5896987700646237,0.7380014574196923,149.2,3.0,0.5009822944457919,164.2,"{'batch_size': 150, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.5, 'neurons': 1}",150,10,linear,0.5,1.0
1035,"{'batch_size': 150, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.5, 'neurons': 2}",0.6,0.9502304147465438,0.6071101700203629,0.7373342690220999,136.8,10.8,0.5237994178995876,190.8,"{'batch_size': 150, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.5, 'neurons': 2}",150,10,linear,0.5,2.0
1040,"{'batch_size': 150, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0, 'neurons': 0.5}",0.48997289972899727,0.46560689975901576,0.4822090441997352,0.4347101739367507,72.0,116.2,0.49556922192551695,653.0,"{'batch_size': 150, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0, 'neurons': 0.5}",150,10,relu,0.0,0.5
1045,"{'batch_size': 150, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0, 'neurons': 1.5}",0.47100271002710026,0.5132076269395003,0.5480643779672242,0.5245240207824715,89.4,105.8,0.461866971364487,618.4,"{'batch_size': 150, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0, 'neurons': 1.5}",150,10,relu,0.0,1.5
1050,"{'batch_size': 150, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0, 'neurons': 1}",0.5501355013550135,0.6375554897898786,0.6171630822182388,0.6231159745073941,87.2,78.8,0.5309901882549951,481.2,"{'batch_size': 150, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0, 'neurons': 1}",150,10,relu,0.0,1.0
1055,"{'batch_size': 150, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0, 'neurons': 2}",0.6,0.6468016742062318,0.6678244447060753,0.6553462279416001,70.8,76.8,0.5899397008186963,454.8,"{'batch_size': 150, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0, 'neurons': 2}",150,10,relu,0.0,2.0
1060,"{'batch_size': 150, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.1, 'neurons': 0.5}",0.5430894308943089,0.6408447131442101,0.6729591160308278,0.5668546382271702,90.4,78.2,0.5226226005595571,481.4,"{'batch_size': 150, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.1, 'neurons': 0.5}",150,10,relu,0.1,0.5
1065,"{'batch_size': 150, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.1, 'neurons': 1.5}",0.6075880758807588,0.7018475457658647,0.661341866219262,0.6781804389589257,80.0,64.8,0.5870600573025907,404.0,"{'batch_size': 150, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.1, 'neurons': 1.5}",150,10,relu,0.1,1.5
1070,"{'batch_size': 150, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.1, 'neurons': 1}",0.5761517615176152,0.6412759480826956,0.6395347295592689,0.6379222785858312,78.4,78.0,0.5620548440308912,468.4,"{'batch_size': 150, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.1, 'neurons': 1}",150,10,relu,0.1,1.0
1075,"{'batch_size': 150, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.1, 'neurons': 2}",0.526829268292683,0.7065319409800026,0.5820993768714313,0.6374745716184068,110.8,63.8,0.48794268711600336,429.8,"{'batch_size': 150, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.1, 'neurons': 2}",150,10,relu,0.1,2.0
1080,"{'batch_size': 150, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.3, 'neurons': 0.5}",0.5170731707317073,0.5972350230414747,0.35325425385401393,0.4439306763757923,90.8,87.4,0.49861751152073736,527.8,"{'batch_size': 150, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.3, 'neurons': 0.5}",150,10,relu,0.3,0.5
1085,"{'batch_size': 150, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.3, 'neurons': 1.5}",0.5533875338753388,0.678708831860652,0.49149153438686743,0.5633113397765172,94.8,70.0,0.5271855417581406,444.8,"{'batch_size': 150, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.3, 'neurons': 1.5}",150,10,relu,0.3,1.5
1090,"{'batch_size': 150, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.3, 'neurons': 1}",0.6048780487804878,0.757366930199129,0.6386876838206994,0.6896802736342347,93.0,52.8,0.5720653054620601,357.0,"{'batch_size': 150, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.3, 'neurons': 1}",150,10,relu,0.3,1.0
1095,"{'batch_size': 150, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.3, 'neurons': 2}",0.6346883468834689,0.8342620386420327,0.6547322404583408,0.7279887243677713,98.8,36.0,0.5910679311369801,278.8,"{'batch_size': 150, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.3, 'neurons': 2}",150,10,relu,0.3,2.0
1100,"{'batch_size': 150, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.5, 'neurons': 0.5}",0.4737127371273712,0.4310446877774489,0.5985384401119889,0.44739701086663264,70.6,123.6,0.48218755824912873,688.6,"{'batch_size': 150, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.5, 'neurons': 0.5}",150,10,relu,0.5,0.5
1105,"{'batch_size': 150, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.5, 'neurons': 1.5}",0.5387533875338754,0.761379106244451,0.6659291779021229,0.580955747742194,118.2,52.0,0.49126815193714357,378.2,"{'batch_size': 150, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.5, 'neurons': 1.5}",150,10,relu,0.5,1.5
1110,"{'batch_size': 150, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.5, 'neurons': 1}",0.5918699186991869,0.7715215828858918,0.6951929902717062,0.6320645740681343,101.0,49.6,0.552395507371841,349.0,"{'batch_size': 150, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.5, 'neurons': 1}",150,10,relu,0.5,1.0
1115,"{'batch_size': 150, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.5, 'neurons': 2}",0.6048780487804878,0.9042912104172831,0.613991342153606,0.7288523826482272,125.0,20.8,0.5398155250413359,229.0,"{'batch_size': 150, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.5, 'neurons': 2}",150,10,relu,0.5,2.0
1120,"{'batch_size': 150, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0, 'neurons': 0.5}",0.553929539295393,0.8,0.47154471544715443,0.5933496520166753,121.2,43.4,0.5,338.2,"{'batch_size': 150, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0, 'neurons': 0.5}",150,10,softmax,0.0,0.5
1125,"{'batch_size': 150, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0, 'neurons': 1.5}",0.5886178861788618,0.7568722783579249,0.6990348633103967,0.6237720641690132,99.0,52.8,0.5517543685271675,363.0,"{'batch_size': 150, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0, 'neurons': 1.5}",150,10,softmax,0.0,1.5
1130,"{'batch_size': 150, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0, 'neurons': 1}",0.5989159891598916,0.9457066756859595,0.6073381176385753,0.7358947497622357,136.2,11.8,0.5235155894986089,195.2,"{'batch_size': 150, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0, 'neurons': 1}",150,10,softmax,0.0,1.0
1135,"{'batch_size': 150, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0, 'neurons': 2}",0.5934959349593496,0.9935483870967742,0.5925821794240997,0.7422858222294413,148.6,1.4,0.5066426146010187,155.6,"{'batch_size': 150, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0, 'neurons': 2}",150,10,softmax,0.0,2.0
1140,"{'batch_size': 150, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.1, 'neurons': 0.5}",0.48509485094850946,0.40276497695852537,0.43631436314363137,0.3025584636828248,60.4,129.6,0.5013824884792626,708.4,"{'batch_size': 150, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.1, 'neurons': 0.5}",150,10,softmax,0.1,0.5
1145,"{'batch_size': 150, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.1, 'neurons': 1.5}",0.5609756097560975,0.7861751152073733,0.4780788919000301,0.5941507428101142,115.4,46.6,0.5128243997089499,348.4,"{'batch_size': 150, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.1, 'neurons': 1.5}",150,10,softmax,0.1,1.5
1150,"{'batch_size': 150, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.1, 'neurons': 1}",0.5848238482384824,0.687557603686636,0.5228074329645316,0.5837668550667696,85.2,68.0,0.562862106130526,425.2,"{'batch_size': 150, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.1, 'neurons': 1}",150,10,softmax,0.1,1.0
1155,"{'batch_size': 150, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.1, 'neurons': 2}",0.602710027100271,0.887139052128694,0.6197451575011105,0.7208104635329702,122.0,24.6,0.5415697003410985,245.0,"{'batch_size': 150, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.1, 'neurons': 2}",150,10,softmax,0.1,2.0
1160,"{'batch_size': 150, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.3, 'neurons': 0.5}",0.5533875338753387,0.7973195789117659,0.6675085713393157,0.6140345131128072,120.8,44.0,0.4999842927671413,340.8,"{'batch_size': 150, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.3, 'neurons': 0.5}",150,10,softmax,0.3,0.5
1165,"{'batch_size': 150, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.3, 'neurons': 1.5}",0.5631436314363143,0.6795374793895066,0.5019466391847016,0.5690364940115453,91.6,69.6,0.5373898620370328,439.6,"{'batch_size': 150, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.3, 'neurons': 1.5}",150,10,softmax,0.3,1.5
1170,"{'batch_size': 150, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.3, 'neurons': 1}",0.49864498644986455,0.42949308755760374,0.4240076518412243,0.34767084194459263,61.0,124.0,0.5134307543051176,681.0,"{'batch_size': 150, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.3, 'neurons': 1}",150,10,softmax,0.3,1.0
1175,"{'batch_size': 150, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.3, 'neurons': 2}",0.5300813008130081,0.5705069124423963,0.3673908221365983,0.4452127649479515,79.8,93.6,0.5227534562211982,547.8,"{'batch_size': 150, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.3, 'neurons': 2}",150,10,softmax,0.3,2.0
1180,"{'batch_size': 150, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.5, 'neurons': 0.5}",0.5533875338753387,0.7990825688073395,0.47132231648403444,0.5929205597967335,121.2,43.6,0.49954128440366974,339.2,"{'batch_size': 150, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.5, 'neurons': 0.5}",150,10,softmax,0.5,0.5
1185,"{'batch_size': 150, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.5, 'neurons': 1.5}",0.5392953929539296,0.5577981651376147,0.5664472835204543,0.46981070303429373,73.8,96.2,0.5358527249529133,554.8,"{'batch_size': 150, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.5, 'neurons': 1.5}",150,10,softmax,0.5,1.5
1190,"{'batch_size': 150, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.5, 'neurons': 1}",0.5355013550135501,0.5422018348623853,0.3819987728179169,0.4408608725199656,72.0,99.4,0.5333525730603317,569.0,"{'batch_size': 150, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.5, 'neurons': 1}",150,10,softmax,0.5,1.0
1195,"{'batch_size': 150, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.5, 'neurons': 2}",0.5788617886178862,0.7089121887287024,0.7021190371219819,0.6041350248052731,92.2,63.2,0.5501383878464007,408.2,"{'batch_size': 150, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.5, 'neurons': 2}",150,10,softmax,0.5,2.0
1200,"{'batch_size': 150, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0, 'neurons': 0.5}",0.6590785907859079,0.6954973999069886,0.7273963465123486,0.7042963545127738,59.6,66.2,0.6511558104449546,390.6,"{'batch_size': 150, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0, 'neurons': 0.5}",150,100,linear,0.0,0.5
1205,"{'batch_size': 150, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0, 'neurons': 1.5}",0.6747967479674797,0.7525303344184671,0.7157741537106102,0.7314781976457349,66.2,53.8,0.6578397576588675,335.2,"{'batch_size': 150, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0, 'neurons': 1.5}",150,100,linear,0.0,1.5
1210,"{'batch_size': 150, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0, 'neurons': 1}",0.6672086720867209,0.6624614213841796,0.7630904541987037,0.6955506476875708,49.4,73.4,0.6683211603261087,416.4,"{'batch_size': 150, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0, 'neurons': 1}",150,100,linear,0.0,1.0
1215,"{'batch_size': 150, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0, 'neurons': 2}",0.6525745257452574,0.6901281021434913,0.7402221194166705,0.6970364813694585,60.8,67.4,0.6446719283809126,397.8,"{'batch_size': 150, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0, 'neurons': 2}",150,100,linear,0.0,2.0
1220,"{'batch_size': 150, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 0.5}",0.6325203252032521,0.7120365281359659,0.6813558906438163,0.6951785367534531,73.0,62.6,0.6151895781146891,386.0,"{'batch_size': 150, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 0.5}",150,100,linear,0.1,0.5
1225,"{'batch_size': 150, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 1.5}",0.6628726287262873,0.7010865429332431,0.7224614101679433,0.7096823415284277,59.4,65.0,0.6547084858270259,384.4,"{'batch_size': 150, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 1.5}",150,100,linear,0.1,1.5
1230,"{'batch_size': 150, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 1}",0.662330623306233,0.673424089967446,0.7354600662425997,0.7008383532907884,53.6,71.0,0.6599300651998262,408.6,"{'batch_size': 150, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 1}",150,100,linear,0.1,1.0
1235,"{'batch_size': 150, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 2}",0.6850948509485095,0.6292816978818754,0.7998547345112714,0.7012635679899362,35.6,80.6,0.6972175307115895,438.6,"{'batch_size': 150, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 2}",150,100,linear,0.1,2.0
1240,"{'batch_size': 150, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 0.5}",0.6607046070460705,0.6937682323595316,0.720603332927019,0.7050749050371573,58.6,66.6,0.6536416972184552,391.6,"{'batch_size': 150, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 0.5}",150,100,linear,0.3,0.5
1245,"{'batch_size': 150, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 1.5}",0.6720867208672087,0.7203018644569399,0.7257094055922312,0.7217538828765964,60.2,60.8,0.6614885062960892,364.2,"{'batch_size': 150, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 1.5}",150,100,linear,0.3,1.5
1250,"{'batch_size': 150, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 1}",0.6617886178861789,0.7102101213376739,0.7198939842986016,0.7092230865604199,61.8,63.0,0.6512274029483768,376.8,"{'batch_size': 150, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 1}",150,100,linear,0.3,1.0
1255,"{'batch_size': 150, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 2}",0.6612466124661246,0.7848814103919165,0.6916969111875126,0.7297253158067357,78.2,46.8,0.6346156790544455,312.2,"{'batch_size': 150, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 2}",150,100,linear,0.3,2.0
1260,"{'batch_size': 150, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0.5, 'neurons': 0.5}",0.6368563685636857,0.7452458461928719,0.6752563340387441,0.7076500638569604,78.6,55.4,0.6134036829430725,355.6,"{'batch_size': 150, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0.5, 'neurons': 0.5}",150,100,linear,0.5,0.5
1265,"{'batch_size': 150, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0.5, 'neurons': 1.5}",0.6775067750677507,0.670743668879212,0.7641008570405365,0.7074665394080407,47.4,71.6,0.6790891575487032,405.4,"{'batch_size': 150, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0.5, 'neurons': 1.5}",150,100,linear,0.5,1.5
1270,"{'batch_size': 150, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0.5, 'neurons': 1}",0.6677506775067751,0.6862808100452373,0.7336040987987413,0.7081875269042739,54.4,68.2,0.6637094186162054,395.4,"{'batch_size': 150, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0.5, 'neurons': 1}",150,100,linear,0.5,1.0
1275,"{'batch_size': 150, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0.5, 'neurons': 2}",0.6764227642276422,0.6826237686551389,0.7466868846203102,0.7131003645817006,50.4,69.0,0.6750475064955722,395.4,"{'batch_size': 150, 'epochs': 100, 'activation': 'linear', 'dropout_rate': 0.5, 'neurons': 2}",150,100,linear,0.5,2.0
