,Unnamed: 0,fold,hyperparam,batch_size,epochs,activation,dropout_rate,neurons,test_cf_matrix,test_accuracy,test_f1,test_precision,test_recall,test_auc,test_type_1_error_FP,test_type_2_error_FN,test_log_loss,test_cohen_kappa_score,hyperparam_str
0,0,1,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0, 'neurons': 0.5}",100,10,linear,0.0,0.5,"[[ 72  80]
 [ 51 166]]",0.6449864498644986,0.717062634989201,0.6747967479674797,0.7649769585253456,0.6193305845258308,80,51,12.261906979749906,0.2456813819577734,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0, 'neurons': 0.5}"
1,1,1,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0, 'neurons': 1}",100,10,linear,0.0,1.0,"[[ 96  56]
 [ 56 161]]",0.6964769647696477,0.7419354838709677,0.7419354838709677,0.7419354838709677,0.6867572156196944,56,56,10.483435592645224,0.3735144312393887,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0, 'neurons': 1}"
2,2,1,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0, 'neurons': 1.5}",100,10,linear,0.0,1.5,"[[ 75  77]
 [ 71 146]]",0.5989159891598916,0.6636363636363636,0.6547085201793722,0.6728110599078341,0.5831160562697065,77,71,13.85311781964473,0.16722071426393,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0, 'neurons': 1.5}"
3,3,1,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0, 'neurons': 2}",100,10,linear,0.0,2.0,"[[ 85  67]
 [ 88 129]]",0.5799457994579946,0.6246973365617433,0.6581632653061225,0.5944700460829493,0.5768402861993693,67,88,14.50830329062054,0.1505651018074347,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0, 'neurons': 2}"
4,4,1,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 0.5}",100,10,linear,0.1,0.5,"[[ 94  58]
 [ 35 182]]",0.7479674796747967,0.7964989059080961,0.7583333333333333,0.8387096774193549,0.728565365025467,58,35,8.705020545738876,0.4677306779582151,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 0.5}"
5,5,1,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 1}",100,10,linear,0.1,1.0,"[[ 48 104]
 [ 93 124]]",0.4661246612466124,0.5573033707865168,0.543859649122807,0.5714285714285714,0.4436090225563909,104,93,18.43962630875378,-0.1140177463105143,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 1}"
6,6,1,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 1.5}",100,10,linear,0.1,1.5,"[[100  52]
 [ 62 155]]",0.6910569105691057,0.7311320754716982,0.748792270531401,0.7142857142857143,0.6860902255639099,52,62,10.67062896500322,0.3685490407997838,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 1.5}"
7,7,1,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 2}",100,10,linear,0.1,2.0,"[[ 99  53]
 [ 33 184]]",0.7669376693766937,0.8105726872246697,0.7763713080168776,0.847926267281106,0.7496210283773952,53,33,8.049802570802491,0.5092781592132121,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 2}"
8,8,1,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 0.5}",100,10,linear,0.3,0.5,"[[ 83  69]
 [ 48 169]]",0.6829268292682927,0.7428571428571429,0.7100840336134454,0.7788018433179723,0.6624272374484599,69,48,10.951468862946433,0.3317183412535022,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 0.5}"
9,9,1,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 1}",100,10,linear,0.3,1.0,"[[ 50 102]
 [ 25 192]]",0.6558265582655827,0.7514677103718199,0.6530612244897959,0.8847926267281107,0.6068699975745817,102,25,11.887550572063784,0.2312878303233109,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 1}"
10,10,1,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 1.5}",100,10,linear,0.3,1.5,"[[  4 148]
 [  4 213]]",0.5880758807588076,0.7370242214532872,0.590027700831025,0.9815668202764976,0.5039413048750909,148,4,14.227675751886432,0.0091859807801017,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 1.5}"
11,11,1,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 2}",100,10,linear,0.3,2.0,"[[ 20 132]
 [ 21 196]]",0.5853658536585366,0.7192660550458715,0.5975609756097561,0.9032258064516128,0.5174023769100169,132,21,14.321242101035558,0.0390788555478018,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 2}"
12,12,1,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.5, 'neurons': 0.5}",100,10,linear,0.5,0.5,"[[152   0]
 [217   0]]",0.4119241192411924,0.0,0.0,0.0,0.5,0,217,20.31142134876861,0.0,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.5, 'neurons': 0.5}"
13,13,1,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.5, 'neurons': 1}",100,10,linear,0.5,1.0,"[[ 26 126]
 [ 40 177]]",0.5501355013550135,0.6807692307692308,0.5841584158415841,0.815668202764977,0.4933604171719621,126,40,15.538042359976632,-0.014508595846169,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.5, 'neurons': 1}"
14,14,1,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.5, 'neurons': 1.5}",100,10,linear,0.5,1.5,"[[  0 152]
 [  0 217]]",0.5880758807588076,0.7406143344709898,0.5880758807588076,1.0,0.5,152,0,14.227684419609249,0.0,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.5, 'neurons': 1.5}"
15,15,1,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.5, 'neurons': 2}",100,10,linear,0.5,2.0,"[[  3 149]
 [  0 217]]",0.5962059620596206,0.74442538593482,0.592896174863388,1.0,0.5098684210526316,149,0,13.94687485869591,0.0231330952507859,"{'batch_size': 100, 'epochs': 10, 'activation': 'linear', 'dropout_rate': 0.5, 'neurons': 2}"
16,16,1,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0, 'neurons': 0.5}",100,10,softmax,0.0,0.5,"[[  0 152]
 [  0 217]]",0.5880758807588076,0.7406143344709898,0.5880758807588076,1.0,0.5,152,0,14.227684419609249,0.0,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0, 'neurons': 0.5}"
17,17,1,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0, 'neurons': 1}",100,10,softmax,0.0,1.0,"[[ 31 121]
 [ 33 184]]",0.5826558265582655,0.7049808429118775,0.6032786885245902,0.847926267281106,0.5259368178510793,121,33,14.41481928483821,0.0567985659274996,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0, 'neurons': 1}"
18,18,1,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0, 'neurons': 1.5}",100,10,softmax,0.0,1.5,"[[  0 152]
 [  0 217]]",0.5880758807588076,0.7406143344709898,0.5880758807588076,1.0,0.5,152,0,14.227684419609249,0.0,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0, 'neurons': 1.5}"
19,19,1,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0, 'neurons': 2}",100,10,softmax,0.0,2.0,"[[  0 152]
 [  0 217]]",0.5880758807588076,0.7406143344709898,0.5880758807588076,1.0,0.5,152,0,14.227684419609249,0.0,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0, 'neurons': 2}"
20,20,1,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.1, 'neurons': 0.5}",100,10,softmax,0.1,0.5,"[[ 24 128]
 [ 30 187]]",0.5718157181571816,0.7030075187969925,0.5936507936507937,0.8617511520737328,0.509822944457919,128,30,14.789238533514776,0.0217456961643007,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.1, 'neurons': 0.5}"
21,21,1,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.1, 'neurons': 1}",100,10,softmax,0.1,1.0,"[[ 83  69]
 [ 44 173]]",0.6937669376693767,0.7538126361655773,0.7148760330578512,0.7972350230414746,0.671643827310211,69,44,10.5770647827848,0.351957477891923,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.1, 'neurons': 1}"
22,22,1,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.1, 'neurons': 1.5}",100,10,softmax,0.1,1.5,"[[  0 152]
 [  0 217]]",0.5880758807588076,0.7406143344709898,0.5880758807588076,1.0,0.5,152,0,14.227684419609249,0.0,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.1, 'neurons': 1.5}"
23,23,1,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.1, 'neurons': 2}",100,10,softmax,0.1,2.0,"[[  0 152]
 [  0 217]]",0.5880758807588076,0.7406143344709898,0.5880758807588076,1.0,0.5,152,0,14.227684419609249,0.0,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.1, 'neurons': 2}"
24,24,1,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.3, 'neurons': 0.5}",100,10,softmax,0.3,0.5,"[[  3 149]
 [  6 211]]",0.5799457994579946,0.731369150779896,0.5861111111111111,0.9723502304147466,0.4960435362600048,149,6,14.508480978938362,-0.0092107352707639,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.3, 'neurons': 0.5}"
25,25,1,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.3, 'neurons': 1}",100,10,softmax,0.3,1.0,"[[ 38 114]
 [ 15 202]]",0.6504065040650406,0.7579737335834896,0.6392405063291139,0.9308755760368664,0.5904377880184332,114,15,12.074778615313065,0.2004266541246032,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.3, 'neurons': 1}"
26,26,1,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.3, 'neurons': 1.5}",100,10,softmax,0.3,1.5,"[[  2 150]
 [  1 216]]",0.5907859078590786,0.7409948542024014,0.5901639344262295,0.9953917050691244,0.5042747999029833,150,1,14.134079065707434,0.0100207878044878,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.3, 'neurons': 1.5}"
27,27,1,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.3, 'neurons': 2}",100,10,softmax,0.3,2.0,"[[  0 152]
 [  0 217]]",0.5880758807588076,0.7406143344709898,0.5880758807588076,1.0,0.5,152,0,14.227684419609249,0.0,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.3, 'neurons': 2}"
28,28,1,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.5, 'neurons': 0.5}",100,10,softmax,0.5,0.5,"[[152   0]
 [217   0]]",0.4119241192411924,0.0,0.0,0.0,0.5,0,217,20.31142134876861,0.0,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.5, 'neurons': 0.5}"
29,29,1,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.5, 'neurons': 1}",100,10,softmax,0.5,1.0,"[[  0 152]
 [  0 217]]",0.5880758807588076,0.7406143344709898,0.5880758807588076,1.0,0.5,152,0,14.227684419609249,0.0,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.5, 'neurons': 1}"
30,30,1,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.5, 'neurons': 1.5}",100,10,softmax,0.5,1.5,"[[ 11 141]
 [  2 215]]",0.6124661246612466,0.75043630017452,0.6039325842696629,0.9907834101382488,0.5315759155954403,141,2,13.385251403007818,0.0731737305253542,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.5, 'neurons': 1.5}"
31,31,1,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.5, 'neurons': 2}",100,10,softmax,0.5,2.0,"[[128  24]
 [ 85 132]]",0.7046070460704607,0.707774798927614,0.8461538461538461,0.6082949308755761,0.7252000970167354,24,85,10.202563190741431,0.4248637982068551,"{'batch_size': 100, 'epochs': 10, 'activation': 'softmax', 'dropout_rate': 0.5, 'neurons': 2}"
32,32,1,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0, 'neurons': 0.5}",100,10,relu,0.0,0.5,"[[ 42 110]
 [122  95]]",0.3712737127371274,0.4502369668246446,0.4634146341463415,0.4377880184331797,0.3570519039534319,110,122,21.715675011752307,-0.2825552825552826,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0, 'neurons': 0.5}"
33,33,1,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0, 'neurons': 1}",100,10,relu,0.0,1.0,"[[ 82  70]
 [ 70 147]]",0.6205962059620597,0.6774193548387096,0.6774193548387096,0.6774193548387096,0.6084465195246179,70,70,13.104294490806527,0.2168930390492359,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0, 'neurons': 1}"
34,34,1,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0, 'neurons': 1.5}",100,10,relu,0.0,1.5,"[[ 75  77]
 [ 66 151]]",0.6124661246612466,0.6786516853932584,0.6622807017543859,0.695852534562212,0.5946367935968955,77,66,13.38511271944269,0.1913475242517586,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0, 'neurons': 1.5}"
35,35,1,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0, 'neurons': 2}",100,10,relu,0.0,2.0,"[[ 49 103]
 [ 74 143]]",0.5203252032520326,0.6177105831533477,0.5813008130081301,0.6589861751152074,0.4906772980839194,103,74,16.567603741014906,-0.0191938579654511,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0, 'neurons': 2}"
36,36,1,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.1, 'neurons': 0.5}",100,10,relu,0.1,0.5,"[[152   0]
 [217   0]]",0.4119241192411924,0.0,0.0,0.0,0.5,0,217,20.31142134876861,0.0,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.1, 'neurons': 0.5}"
37,37,1,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.1, 'neurons': 1}",100,10,relu,0.1,1.0,"[[ 91  61]
 [ 59 158]]",0.6747967479674797,0.7247706422018348,0.7214611872146118,0.728110599078341,0.6633974048023282,61,59,11.232254587622016,0.3274400801968469,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.1, 'neurons': 1}"
38,38,1,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.1, 'neurons': 1.5}",100,10,relu,0.1,1.5,"[[ 72  80]
 [ 74 143]]",0.5826558265582655,0.65,0.6412556053811659,0.6589861751152074,0.5663351928207616,80,74,14.414730440679296,0.1334593918692245,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.1, 'neurons': 1.5}"
39,39,1,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.1, 'neurons': 2}",100,10,relu,0.1,2.0,"[[ 37 115]
 [ 22 195]]",0.6287262872628726,0.7400379506641366,0.6290322580645161,0.8986175115207373,0.5710192820761582,115,22,12.823588942567037,0.1563673380838742,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.1, 'neurons': 2}"
40,40,1,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.3, 'neurons': 0.5}",100,10,relu,0.3,0.5,"[[102  50]
 [147  70]]",0.4661246612466124,0.4154302670623145,0.5833333333333334,0.3225806451612903,0.4968166383701188,50,147,18.439509294495704,-0.0058112988252874,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.3, 'neurons': 0.5}"
41,41,1,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.3, 'neurons': 1}",100,10,relu,0.3,1.0,"[[ 87  65]
 [ 68 149]]",0.6395663956639567,0.691415313225058,0.6962616822429907,0.6866359447004609,0.6295021828765462,65,68,12.449076515870145,0.2582410108368725,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.3, 'neurons': 1}"
42,42,1,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.3, 'neurons': 1.5}",100,10,relu,0.3,1.5,"[[ 38 114]
 [ 34 183]]",0.5989159891598916,0.7120622568093385,0.6161616161616161,0.8433179723502304,0.5466589861751152,114,34,13.853197996080825,0.101303317535545,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.3, 'neurons': 1.5}"
43,43,1,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.3, 'neurons': 2}",100,10,relu,0.3,2.0,"[[ 49 103]
 [ 24 193]]",0.6558265582655827,0.7524366471734892,0.652027027027027,0.8894009216589862,0.6058846713558088,103,24,11.887552738994492,0.2296450939457203,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.3, 'neurons': 2}"
44,44,1,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.5, 'neurons': 0.5}",100,10,relu,0.5,0.5,"[[152   0]
 [212   5]]",0.4254742547425474,0.045045045045045,1.0,0.0230414746543778,0.511520737327189,0,212,19.84341624856657,0.0190600391232382,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.5, 'neurons': 0.5}"
45,45,1,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.5, 'neurons': 1}",100,10,relu,0.5,1.0,"[[132  20]
 [122  95]]",0.6151761517615176,0.5722891566265059,0.8260869565217391,0.4377880184331797,0.6531045355323793,20,122,13.291388184352089,0.2782445797404886,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.5, 'neurons': 1}"
46,46,1,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.5, 'neurons': 1.5}",100,10,relu,0.5,1.5,"[[  0 152]
 [  0 217]]",0.5880758807588076,0.7406143344709898,0.5880758807588076,1.0,0.5,152,0,14.227684419609249,0.0,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.5, 'neurons': 1.5}"
47,47,1,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.5, 'neurons': 2}",100,10,relu,0.5,2.0,"[[ 20 132]
 [ 14 203]]",0.6043360433604336,0.7355072463768115,0.6059701492537314,0.935483870967742,0.5335314091680814,132,14,13.666034960752697,0.0758859652132146,"{'batch_size': 100, 'epochs': 10, 'activation': 'relu', 'dropout_rate': 0.5, 'neurons': 2}"
48,48,1,"{'batch_size': 100, 'epochs': 20, 'activation': 'linear', 'dropout_rate': 0, 'neurons': 0.5}",100,20,linear,0.0,0.5,"[[ 91  61]
 [ 66 151]]",0.6558265582655827,0.703962703962704,0.7122641509433962,0.695852534562212,0.6472683725442638,61,66,11.887461727904874,0.2930927850602627,"{'batch_size': 100, 'epochs': 20, 'activation': 'linear', 'dropout_rate': 0, 'neurons': 0.5}"
49,49,1,"{'batch_size': 100, 'epochs': 20, 'activation': 'linear', 'dropout_rate': 0, 'neurons': 1}",100,20,linear,0.0,1.0,"[[ 74  78]
 [ 63 154]]",0.6178861788617886,0.6859688195991092,0.6637931034482759,0.7096774193548387,0.5982597623089982,78,63,13.197912846292576,0.1994676349760743,"{'batch_size': 100, 'epochs': 20, 'activation': 'linear', 'dropout_rate': 0, 'neurons': 1}"
50,50,1,"{'batch_size': 100, 'epochs': 20, 'activation': 'linear', 'dropout_rate': 0, 'neurons': 1.5}",100,20,linear,0.0,1.5,"[[131  21]
 [ 89 128]]",0.7018970189701897,0.6994535519125682,0.8590604026845637,0.5898617511520737,0.7258519282076159,21,89,10.296157709989728,0.4233392055464,"{'batch_size': 100, 'epochs': 20, 'activation': 'linear', 'dropout_rate': 0, 'neurons': 1.5}"
51,51,1,"{'batch_size': 100, 'epochs': 20, 'activation': 'linear', 'dropout_rate': 0, 'neurons': 2}",100,20,linear,0.0,2.0,"[[118  34]
 [ 88 129]]",0.6693766937669376,0.6789473684210526,0.7914110429447853,0.5944700460829493,0.6853929177783168,34,88,11.419398120573794,0.3520538875615303,"{'batch_size': 100, 'epochs': 20, 'activation': 'linear', 'dropout_rate': 0, 'neurons': 2}"
52,52,1,"{'batch_size': 100, 'epochs': 20, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 0.5}",100,20,linear,0.1,0.5,"[[ 82  70]
 [ 46 171]]",0.6856368563685636,0.7467248908296944,0.7095435684647303,0.7880184331797235,0.6637460586951249,70,46,10.857870009836727,0.3354241709104458,"{'batch_size': 100, 'epochs': 20, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 0.5}"
53,53,1,"{'batch_size': 100, 'epochs': 20, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 1}",100,20,linear,0.1,1.0,"[[ 84  68]
 [ 55 162]]",0.6666666666666666,0.7248322147651007,0.7043478260869566,0.7465437788018433,0.6495876788746058,68,55,11.513072816258177,0.3030572915866898,"{'batch_size': 100, 'epochs': 20, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 1}"
54,54,1,"{'batch_size': 100, 'epochs': 20, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 1.5}",100,20,linear,0.1,1.5,"[[ 84  68]
 [ 32 185]]",0.7289972899728997,0.7872340425531914,0.7312252964426877,0.8525345622119815,0.7025830705796748,68,32,9.360249355328785,0.4200666373294776,"{'batch_size': 100, 'epochs': 20, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 1.5}"
55,55,1,"{'batch_size': 100, 'epochs': 20, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 2}",100,20,linear,0.1,2.0,"[[ 71  81]
 [ 32 185]]",0.6937669376693767,0.7660455486542443,0.6954887218045113,0.8525345622119815,0.6598199126849381,81,32,10.57709078595326,0.3358552474395935,"{'batch_size': 100, 'epochs': 20, 'activation': 'linear', 'dropout_rate': 0.1, 'neurons': 2}"
56,56,1,"{'batch_size': 100, 'epochs': 20, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 0.5}",100,20,linear,0.3,0.5,"[[ 97  55]
 [ 80 137]]",0.6341463414634146,0.669926650366748,0.7135416666666666,0.631336405529954,0.634747150133398,55,80,12.636256886643912,0.2630154010030625,"{'batch_size': 100, 'epochs': 20, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 0.5}"
57,57,1,"{'batch_size': 100, 'epochs': 20, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 1}",100,20,linear,0.3,1.0,"[[ 34 118]
 [ 31 186]]",0.5962059620596206,0.7140115163147792,0.6118421052631579,0.8571428571428571,0.5404135338345865,118,31,13.94680768384405,0.0884054847213702,"{'batch_size': 100, 'epochs': 20, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 1}"
58,58,1,"{'batch_size': 100, 'epochs': 20, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 1.5}",100,20,linear,0.3,1.5,"[[ 31 121]
 [ 16 201]]",0.6287262872628726,0.74582560296846,0.6242236024844721,0.9262672811059908,0.5651073247635217,121,16,12.823601944151266,0.1452411950695772,"{'batch_size': 100, 'epochs': 20, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 1.5}"
59,59,1,"{'batch_size': 100, 'epochs': 20, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 2}",100,20,linear,0.3,2.0,"[[120  32]
 [ 73 144]]",0.7154471544715447,0.7328244274809161,0.8181818181818182,0.663594470046083,0.7265340771283046,32,73,9.82817644602544,0.4354756458263518,"{'batch_size': 100, 'epochs': 20, 'activation': 'linear', 'dropout_rate': 0.3, 'neurons': 2}"
60,60,1,"{'batch_size': 100, 'epochs': 20, 'activation': 'linear', 'dropout_rate': 0.5, 'neurons': 0.5}",100,20,linear,0.5,0.5,"[[ 24 128]
 [ 60 157]]",0.4905149051490515,0.6254980079681275,0.5508771929824562,0.7235023041474654,0.4406985204947853,128,60,17.597269134727025,-0.1271202963540652,"{'batch_size': 100, 'epochs': 20, 'activation': 'linear', 'dropout_rate': 0.5, 'neurons': 0.5}"
61,61,1,"{'batch_size': 100, 'epochs': 20, 'activation': 'linear', 'dropout_rate': 0.5, 'neurons': 1}",100,20,linear,0.5,1.0,"[[ 67  85]
 [ 56 161]]",0.6178861788617886,0.6954643628509718,0.6544715447154471,0.7419354838709677,0.5913624787775892,85,56,13.197928014807514,0.1880998080614203,"{'batch_size': 100, 'epochs': 20, 'activation': 'linear', 'dropout_rate': 0.5, 'neurons': 1}"
62,62,1,"{'batch_size': 100, 'epochs': 20, 'activation': 'linear', 'dropout_rate': 0.5, 'neurons': 1.5}",100,20,linear,0.5,1.5,"[[ 36 116]
 [ 49 168]]",0.5528455284552846,0.6706586826347306,0.5915492957746479,0.7741935483870968,0.5055178268251272,116,49,15.444419670629172,0.01181568824761,"{'batch_size': 100, 'epochs': 20, 'activation': 'linear', 'dropout_rate': 0.5, 'neurons': 1.5}"
63,63,1,"{'batch_size': 100, 'epochs': 20, 'activation': 'linear', 'dropout_rate': 0.5, 'neurons': 2}",100,20,linear,0.5,2.0,"[[ 93  59]
 [ 44 173]]",0.7208672086720868,0.7706013363028954,0.7456896551724138,0.7972350230414746,0.7045385641523164,59,44,9.641032913073664,0.4152139461172741,"{'batch_size': 100, 'epochs': 20, 'activation': 'linear', 'dropout_rate': 0.5, 'neurons': 2}"
64,64,1,"{'batch_size': 100, 'epochs': 20, 'activation': 'softmax', 'dropout_rate': 0, 'neurons': 0.5}",100,20,softmax,0.0,0.5,"[[  0 152]
 [  0 217]]",0.5880758807588076,0.7406143344709898,0.5880758807588076,1.0,0.5,152,0,14.227684419609249,0.0,"{'batch_size': 100, 'epochs': 20, 'activation': 'softmax', 'dropout_rate': 0, 'neurons': 0.5}"
