,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,param_degree,params,split0_test_acc,split1_test_acc,split2_test_acc,split3_test_acc,split4_test_acc,mean_test_acc,std_test_acc,rank_test_acc,split0_train_acc,split1_train_acc,split2_train_acc,split3_train_acc,split4_train_acc,mean_train_acc,std_train_acc,split0_test_rec,split1_test_rec,split2_test_rec,split3_test_rec,split4_test_rec,mean_test_rec,std_test_rec,rank_test_rec,split0_train_rec,split1_train_rec,split2_train_rec,split3_train_rec,split4_train_rec,mean_train_rec,std_train_rec,split0_test_pre,split1_test_pre,split2_test_pre,split3_test_pre,split4_test_pre,mean_test_pre,std_test_pre,rank_test_pre,split0_train_pre,split1_train_pre,split2_train_pre,split3_train_pre,split4_train_pre,mean_train_pre,std_train_pre,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_train_f1,split1_train_f1,split2_train_f1,split3_train_f1,split4_train_f1,mean_train_f1,std_train_f1,split0_test_mcc,split1_test_mcc,split2_test_mcc,split3_test_mcc,split4_test_mcc,mean_test_mcc,std_test_mcc,rank_test_mcc,split0_train_mcc,split1_train_mcc,split2_train_mcc,split3_train_mcc,split4_train_mcc,mean_train_mcc,std_train_mcc,split0_test_roc,split1_test_roc,split2_test_roc,split3_test_roc,split4_test_roc,mean_test_roc,std_test_roc,rank_test_roc,split0_train_roc,split1_train_roc,split2_train_roc,split3_train_roc,split4_train_roc,mean_train_roc,std_train_roc,split0_test_cost_wafer,split1_test_cost_wafer,split2_test_cost_wafer,split3_test_cost_wafer,split4_test_cost_wafer,mean_test_cost_wafer,std_test_cost_wafer,rank_test_cost_wafer,split0_train_cost_wafer,split1_train_cost_wafer,split2_train_cost_wafer,split3_train_cost_wafer,split4_train_cost_wafer,mean_train_cost_wafer,std_train_cost_wafer
0,0.06398067474365235,0.005551303464236624,0.0729649543762207,0.004336650792092352,0.1,0.001,rbf,,"{'C': 0.1, 'gamma': 0.001, 'kernel': 'rbf'}",0.5746478873239437,0.5746478873239437,0.5746478873239437,0.5746478873239437,0.5746478873239437,0.5746478873239437,0.0,80,0.5740479548660085,0.5740479548660085,0.5740479548660085,0.5740479548660085,0.5740479548660085,0.5740479548660085,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5746478873239437,0.5746478873239437,0.5746478873239437,0.5746478873239437,0.5746478873239437,0.5746478873239437,0.0,80,0.5740479548660085,0.5740479548660085,0.5740479548660085,0.5740479548660085,0.5740479548660085,0.5740479548660085,0.0,0.7298747763864043,0.7298747763864043,0.7298747763864043,0.7298747763864043,0.7298747763864043,0.7298747763864043,0.0,80,0.7293906810035842,0.7293906810035842,0.7293906810035842,0.7293906810035842,0.7293906810035842,0.7293906810035842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8470977795091547,0.8360277885988833,0.8431372549019608,0.863556680950526,0.8741072587975588,0.8527853525516168,0.013977806884046448,77,0.8513533852937827,0.8525147664220512,0.8509669362318368,0.8455098686886767,0.8430813414257123,0.8486852596124119,0.003700731598320957,-151.0,-151.0,-151.0,-151.0,-151.0,-151.0,0.0,26,-604.0,-604.0,-604.0,-604.0,-604.0,-604.0,0.0
1,0.06680607795715332,0.005063771347276803,0.06969537734985351,0.005444954979150195,0.1,0.01,rbf,,"{'C': 0.1, 'gamma': 0.01, 'kernel': 'rbf'}",0.5746478873239437,0.5746478873239437,0.5746478873239437,0.5746478873239437,0.5746478873239437,0.5746478873239437,0.0,80,0.5740479548660085,0.5740479548660085,0.5740479548660085,0.5740479548660085,0.5740479548660085,0.5740479548660085,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5746478873239437,0.5746478873239437,0.5746478873239437,0.5746478873239437,0.5746478873239437,0.5746478873239437,0.0,80,0.5740479548660085,0.5740479548660085,0.5740479548660085,0.5740479548660085,0.5740479548660085,0.5740479548660085,0.0,0.7298747763864043,0.7298747763864043,0.7298747763864043,0.7298747763864043,0.7298747763864043,0.7298747763864043,0.0,80,0.7293906810035842,0.7293906810035842,0.7293906810035842,0.7293906810035842,0.7293906810035842,0.7293906810035842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8463835865472017,0.8348591092065966,0.8415140890793402,0.8626801714063108,0.8723867030255812,0.8515647318530061,0.013885568010151053,80,0.8508143905494899,0.8517316985860033,0.8503526856175863,0.8452617277120589,0.8430223570952047,0.8482365719120686,0.00344606241323923,-151.0,-151.0,-151.0,-151.0,-151.0,-151.0,0.0,26,-604.0,-604.0,-604.0,-604.0,-604.0,-604.0,0.0
2,0.06327447891235352,0.0036427948426345086,0.070377779006958,0.0043092194083739835,0.1,0.1,rbf,,"{'C': 0.1, 'gamma': 0.1, 'kernel': 'rbf'}",0.6225352112676056,0.6338028169014085,0.6309859154929578,0.6225352112676056,0.6253521126760564,0.6270422535211269,0.004576923044865368,77,0.6142454160789845,0.6269393511988717,0.6198871650211566,0.6184767277856136,0.6177715091678421,0.6194640338504936,0.004174513000549709,0.9901960784313726,0.9901960784313726,1.0,0.9950980392156863,0.9950980392156863,0.9941176470588236,0.0036682915556607134,50,0.9914004914004914,0.9901719901719902,0.9914004914004914,0.9926289926289926,0.9938574938574939,0.991891891891892,0.0012528303473201027,0.6047904191616766,0.6121212121212121,0.608955223880597,0.6041666666666666,0.6059701492537314,0.6072007342167767,0.0029603668929115865,77,0.5991091314031181,0.6073850791258478,0.6026885735623599,0.6016381236038719,0.6010401188707281,0.6023722053131852,0.002763692252022715,0.7509293680297399,0.7565543071161048,0.7569573283858997,0.751851851851852,0.7532467532467534,0.7539079217260699,0.0024428911485055594,77,0.7468764460897732,0.7529191966370855,0.7496516488620528,0.7491886879925823,0.7490740740740741,0.7495420107311135,0.0019424953895945168,0.24314654903838162,0.2753810101070366,0.2840005652173736,0.2510822596783117,0.2592897317241953,0.2625800231530598,0.015122098981946242,77,0.22075047074920526,0.25744736918018163,0.23845404685908836,0.2361061449702598,0.23601496701081862,0.23775459975391072,0.011689127618367908,0.8479742890533697,0.8354759122191924,0.8422607453577458,0.8651149201402415,0.8726464095572003,0.8526944552655499,0.01399977802616627,79,0.8527649413411003,0.8537046227443578,0.8523642546821355,0.84713498869128,0.8453776624306426,0.8502692939779033,0.0033517317515352964,-152.0,-148.0,-131.0,-143.0,-142.0,-143.2,7.0823724838503095,23,-610.0,-601.0,-602.0,-595.0,-587.0,-599.0,7.6681158050723255
3,0.05593852996826172,0.0018130188869313105,0.06095919609069824,0.005644828069169709,0.1,1,rbf,,"{'C': 0.1, 'gamma': 1, 'kernel': 'rbf'}",0.7943661971830986,0.7633802816901408,0.7830985915492957,0.8225352112676056,0.819718309859155,0.7966197183098591,0.02235136273225621,55,0.7926657263751763,0.7997179125528914,0.7947813822284908,0.7898448519040903,0.7912552891396333,0.7936530324400565,0.0034433161116315045,0.8186274509803921,0.803921568627451,0.7990196078431373,0.8480392156862745,0.8529411764705882,0.8245098039215687,0.022227027546577686,90,0.828009828009828,0.8243243243243243,0.8304668304668305,0.8181818181818182,0.8132678132678133,0.822850122850123,0.006331252445565163,0.8226600985221675,0.7884615384615384,0.8190954773869347,0.8439024390243902,0.8365384615384616,0.8221316029866985,0.019103389680512506,71,0.8140096618357487,0.8263546798029556,0.8154402895054282,0.8161764705882353,0.8213399503722084,0.8186642104209152,0.004572750631275219,0.8206388206388205,0.7961165048543688,0.8089330024813897,0.845965770171149,0.8446601941747574,0.8232628584640971,0.0196082790514156,46,0.8209500609013397,0.8253382533825337,0.82288496652465,0.8171779141104295,0.8172839506172839,0.8207270291072474,0.0031755576878488524,0.5797277442672002,0.514438218393135,0.5584377836285097,0.6366769841223069,0.6301118740363849,0.5838785208895073,0.0456324803899334,57,0.5748792910699395,0.5906307962683363,0.5791467879700825,0.5700833178712116,0.5739148047822623,0.5777309995923664,0.007065293073121197,0.8702116608232697,0.8531684196857552,0.8688482015322686,0.8882937280872615,0.8899818205427866,0.8741007661342683,0.013671325912172736,54,0.8782705794295198,0.8781098979774475,0.8766149502904469,0.8739931984965097,0.873523357794881,0.876102396797761,0.0020046918788854105,-406.0,-444.0,-446.0,-342.0,-334.0,-394.4,48.27255949294588,90,-1554.0,-1571.0,-1533.0,-1630.0,-1664.0,-1590.4,48.95140447423342
4,0.061126708984375,0.0024731955956268556,0.07402262687683106,0.0010820184352179983,1,0.001,rbf,,"{'C': 1, 'gamma': 0.001, 'kernel': 'rbf'}",0.5746478873239437,0.5746478873239437,0.5746478873239437,0.5746478873239437,0.5746478873239437,0.5746478873239437,0.0,80,0.5740479548660085,0.5740479548660085,0.5740479548660085,0.5740479548660085,0.5740479548660085,0.5740479548660085,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5746478873239437,0.5746478873239437,0.5746478873239437,0.5746478873239437,0.5746478873239437,0.5746478873239437,0.0,80,0.5740479548660085,0.5740479548660085,0.5740479548660085,0.5740479548660085,0.5740479548660085,0.5740479548660085,0.0,0.7298747763864043,0.7298747763864043,0.7298747763864043,0.7298747763864043,0.7298747763864043,0.7298747763864043,0.0,80,0.7293906810035842,0.7293906810035842,0.7293906810035842,0.7293906810035842,0.7293906810035842,0.7293906810035842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8461563433320348,0.8343396961433582,0.8409297493831969,0.8623555382417868,0.8729710427217245,0.8513504739644201,0.01423725738363836,86,0.8505540459182843,0.8521771319784565,0.8499865759799534,0.844985111541403,0.8430284589224987,0.8481462648681193,0.0035104664159370962,-151.0,-151.0,-151.0,-151.0,-151.0,-151.0,0.0,26,-604.0,-604.0,-604.0,-604.0,-604.0,-604.0,0.0
5,0.0700918197631836,0.0023190387314633645,0.07200899124145507,0.0032270359615241538,1,0.01,rbf,,"{'C': 1, 'gamma': 0.01, 'kernel': 'rbf'}",0.6366197183098592,0.6535211267605634,0.6422535211267606,0.6366197183098592,0.6309859154929578,0.64,0.0076420619528171935,76,0.6361071932299013,0.6431593794076164,0.6410437235543018,0.6346967559943583,0.6382228490832158,0.6386459802538788,0.0031093663871718715,0.9754901960784313,0.9754901960784313,0.9950980392156863,0.9754901960784313,0.9852941176470589,0.9813725490196079,0.007843137254901983,58,0.9877149877149877,0.984029484029484,0.984029484029484,0.9877149877149877,0.9889434889434889,0.9864864864864865,0.002055675740869975,0.6160990712074303,0.6277602523659306,0.6170212765957447,0.6160990712074303,0.6109422492401215,0.6175843841233315,0.005520790691583984,76,0.6137404580152672,0.6190108191653787,0.6175790285273709,0.6128048780487805,0.6149732620320856,0.6156216891577765,0.002332864882021068,0.7552182163187855,0.763915547024952,0.7617260787992495,0.7552182163187855,0.7542213883677299,0.7580598893659004,0.003965197924632888,74,0.7570621468926554,0.7599620493358634,0.758882046423496,0.7563499529633114,0.7583608101742817,0.7581234011579217,0.0012871605895759953,0.2663716535083715,0.31028320522518793,0.30488023708862816,0.2663716535083715,0.26114110426726506,0.2818095707195648,0.02119833762256654,76,0.2795617929249189,0.29373508542076765,0.2882187569655092,0.27574575549785996,0.286809862376256,0.28481425063706234,0.006402817175272166,0.8458641734839631,0.8346643293078823,0.8414491624464354,0.8626801714063108,0.8730684326710817,0.8515452538631347,0.014187353274668758,81,0.850454382739151,0.8519879753323463,0.8502794636900597,0.8450176546203036,0.8430874432530061,0.8481653839269734,0.0034645269557522823,-174.0,-168.0,-136.0,-174.0,-158.0,-162.0,14.25482374496437,72,-606.0,-623.0,-626.0,-608.0,-594.0,-611.4,11.757550765359253
6,0.05153532028198242,0.002999269709651354,0.05697450637817383,0.002816003978456888,1,0.1,rbf,,"{'C': 1, 'gamma': 0.1, 'kernel': 'rbf'}",0.7943661971830986,0.7690140845070422,0.780281690140845,0.8225352112676056,0.819718309859155,0.7971830985915493,0.021154910823119554,54,0.7898448519040903,0.8004231311706629,0.7961918194640338,0.7870239774330042,0.7898448519040903,0.7926657263751763,0.0049062135771300594,0.8186274509803921,0.7990196078431373,0.7990196078431373,0.8431372549019608,0.8480392156862745,0.8215686274509805,0.020935447553002546,95,0.8194103194103194,0.8181818181818182,0.8206388206388207,0.812039312039312,0.812039312039312,0.8164619164619165,0.0036936846138508556,0.8226600985221675,0.7990196078431373,0.815,0.8472906403940886,0.8398058252427184,0.8247552344004223,0.017298794610337145,69,0.815403422982885,0.8314606741573034,0.8236744759556104,0.8160493827160494,0.8200992555831266,0.8213374422789951,0.005876237151601778,0.8206388206388205,0.7990196078431373,0.806930693069307,0.8452088452088452,0.8439024390243902,0.8231400811569001,0.018809059786345547,47,0.8174019607843136,0.8247678018575852,0.8221538461538461,0.814039408866995,0.8160493827160493,0.8188824800757579,0.003975237483411335,0.5797277442672002,0.5274964290351902,0.5522324061251507,0.6373015565020953,0.6306231428498154,0.5854762557558904,0.0429510475794839,56,0.5699066548772914,0.5931291078662742,0.5835154572018942,0.5648774100941345,0.5710354026155535,0.5764928065310295,0.010335978231894477,0.8581353071029736,0.847519802623036,0.8598558628749513,0.8758602778859887,0.8886183612517854,0.865997922347747,0.014490940856890417,61,0.8683754495012772,0.8686866426932652,0.8670676245179556,0.8633088989049255,0.8612302097401435,0.8657337650715136,0.002954290115981682,-406.0,-451.0,-447.0,-351.0,-343.0,-399.6,45.815281293472374,95,-1621.0,-1615.0,-1603.0,-1679.0,-1675.0,-1638.6,31.90987308028661
7,0.045816898345947266,0.004128416533312345,0.04946389198303223,0.001211754293878876,1,1,rbf,,"{'C': 1, 'gamma': 1, 'kernel': 'rbf'}",0.847887323943662,0.8422535211267606,0.8647887323943662,0.8704225352112676,0.8732394366197183,0.8597183098591549,0.012394366197183081,32,0.8779971791255289,0.8716502115655853,0.8709449929478138,0.8730606488011283,0.8702397743300423,0.8727785613540198,0.002771069492861561,0.8823529411764706,0.8921568627450981,0.8823529411764706,0.9068627450980392,0.9117647058823529,0.8950980392156863,0.012245094114506666,80,0.9127764127764127,0.8857493857493858,0.8931203931203932,0.8968058968058968,0.8894348894348895,0.8955773955773957,0.009355986616540407,0.8571428571428571,0.8425925925925926,0.8823529411764706,0.8726415094339622,0.8732394366197183,0.8655938673931202,0.014067471399720482,36,0.8792899408284024,0.8901234567901235,0.8833535844471446,0.8837772397094431,0.8850855745721271,0.8843259592694481,0.003487006756501506,0.8695652173913043,0.8666666666666667,0.8823529411764706,0.8894230769230769,0.8920863309352517,0.880018846618554,0.01026713977939267,32,0.8957203134418324,0.8879310344827587,0.8882101405009163,0.8902439024390244,0.8872549019607843,0.8898720585650632,0.0030893173291716906,0.6876400464832408,0.6755997041465164,0.7234125438254773,0.7338911938119766,0.7396869172081507,0.7120460810950723,0.02566871311069624,32,0.7496194959651045,0.7377804028153693,0.73565606259668,0.739872693580235,0.734445383693854,0.7394748077302487,0.005400406301022666,0.9166666666666667,0.9105960264900663,0.9300740163615115,0.9402674977275679,0.9365666796519931,0.9268341773795612,0.01142565596445872,32,0.9398908993279855,0.9435174186829817,0.9417133117464244,0.9383267975983208,0.9396081813300354,0.9406113217371495,0.0018113051153253092,-270.0,-254.0,-264.0,-217.0,-207.0,-242.4,25.53898979991182,80,-812.0,-1019.0,-966.0,-936.0,-994.0,-945.4,72.23184893106365
8,0.05447998046875,0.0041765914837404204,0.05473790168762207,0.003698844881956601,100,0.001,rbf,,"{'C': 100, 'gamma': 0.001, 'kernel': 'rbf'}",0.7915492957746478,0.7661971830985915,0.7746478873239436,0.8140845070422535,0.8140845070422535,0.7921126760563381,0.019710259926237657,61,0.7834978843441467,0.7877291960507757,0.7898448519040903,0.7785613540197461,0.7792665726375176,0.7837799717912552,0.004473554732624452,0.8137254901960784,0.7892156862745098,0.7990196078431373,0.8235294117647058,0.8382352941176471,0.8127450980392157,0.01737259328104838,97,0.812039312039312,0.8022113022113022,0.8157248157248157,0.8046683046683046,0.800982800982801,0.8071253071253072,0.005762181523124604,0.8217821782178217,0.8009950248756219,0.806930693069307,0.8484848484848485,0.8382352941176471,0.8232856077530493,0.0180283580813914,70,0.811042944785276,0.8234552332912989,0.8177339901477833,0.808641975308642,0.8119551681195517,0.8145658623305104,0.005354942757613782,0.8177339901477833,0.7950617283950617,0.8029556650246307,0.8358208955223881,0.8382352941176471,0.8179615146415022,0.017202390066197063,60,0.8115408225905464,0.8126944617299315,0.8167281672816727,0.8066502463054187,0.8064316635745208,0.810809072296418,0.003888016923712715,0.5743647450584514,0.5230430920536332,0.5398484120549951,0.6220132432091776,0.6196922477600312,0.5757923480272578,0.040348633030503546,62,0.5571920002284407,0.5681346370174429,0.570450419400898,0.5475871108220111,0.5497603112822539,0.5586248957502093,0.009303170772050846,0.8536553694325413,0.8395987534086482,0.8546292689261135,0.8716725100636281,0.8822555512271134,0.8603622906116088,0.01494128997749896,66,0.8617000504417723,0.8634207657386466,0.8605508729680915,0.8570077452527783,0.8545751501049514,0.8594509169012481,0.0032177754545538477,-416.0,-470.0,-449.0,-390.0,-363.0,-417.6,38.670919306372845,97,-1684.0,-1750.0,-1648.0,-1745.0,-1771.0,-1719.6,46.05475002646307
9,0.0471651554107666,0.0038634387292782913,0.04994115829467773,0.004747227119083483,100,0.01,rbf,,"{'C': 100, 'gamma': 0.01, 'kernel': 'rbf'}",0.8,0.7661971830985915,0.7859154929577464,0.8253521126760563,0.8140845070422535,0.7983098591549297,0.0208222181550156,50,0.7898448519040903,0.7990126939351199,0.7983074753173484,0.7884344146685472,0.7877291960507757,0.7926657263751763,0.004946594616854769,0.8137254901960784,0.7941176470588235,0.7892156862745098,0.8382352941176471,0.8186274509803921,0.8107843137254902,0.017701441260066477,98,0.8108108108108109,0.812039312039312,0.8071253071253072,0.7985257985257985,0.7899262899262899,0.8036855036855037,0.008346578747647701,0.8341708542713567,0.7980295566502463,0.8298969072164949,0.855,0.8520408163265306,0.8338276268929258,0.020381657673689504,56,0.8208955223880597,0.8335435056746532,0.8358778625954199,0.8269720101781171,0.8318240620957309,0.8298225925863962,0.005335461960913177,0.8238213399503721,0.796068796068796,0.8090452261306532,0.8465346534653465,0.8349999999999999,0.8220940031230335,0.01796928390488256,50,0.815822002472188,0.8226509023024269,0.82125,0.8125,0.810333963453056,0.8165113736455343,0.004793227298614278,0.5928773133965543,0.5221539320323051,0.5667307869571157,0.6441363049470333,0.6229449299579928,0.5897686534582002,0.04282210752365519,55,0.5712395256640816,0.5911151089781559,0.5904967962051135,0.5704117059818543,0.5706871709253868,0.5787900615509185,0.009816503461587446,0.8633619010518114,0.8536229061160888,0.8669653291780288,0.8810219452019219,0.8882288014543566,0.8706401766004415,0.01243548259476779,56,0.8728501228501228,0.8748596579722406,0.8715321281546448,0.8685829116292694,0.8662886245667702,0.8708226890346096,0.0030491065369618125,-413.0,-461.0,-463.0,-359.0,-399.0,-419.0,39.33446326060647,98,-1684.0,-1662.0,-1699.0,-1776.0,-1840.0,-1732.2,66.1706883748386
