,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_learning_rate,param_loss,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
60,0.003200293,0.000400543,0,0,friedman_mse,0.05,deviance,8,log2,1,1,500,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'deviance', 'max_depth': 8, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 1, 'n_estimators': 500, 'subsample': 0.8}",,,,,,,,176
41,0.003600359,0.001626251,0,0,friedman_mse,0.05,deviance,5,log2,1,1,1000,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'deviance', 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 1, 'n_estimators': 1000, 'subsample': 0.9}",,,,,,,,177
53,0.003199863,0.001469932,0,0,friedman_mse,0.05,deviance,8,sqrt,1,1,1000,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'deviance', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 1, 'n_estimators': 1000, 'subsample': 0.9}",,,,,,,,178
52,0.003003263,0.000632733,0,0,friedman_mse,0.05,deviance,8,sqrt,1,1,1000,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'deviance', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 1, 'n_estimators': 1000, 'subsample': 0.8}",,,,,,,,179
51,0.003800201,0.002135507,0,0,friedman_mse,0.05,deviance,8,sqrt,1,1,800,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'deviance', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 1, 'n_estimators': 800, 'subsample': 0.9}",,,,,,,,180
50,0.003400755,0.000800753,0,0,friedman_mse,0.05,deviance,8,sqrt,1,1,800,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'deviance', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 1, 'n_estimators': 800, 'subsample': 0.8}",,,,,,,,181
97,0.006199121,0.005912946,0,0,friedman_mse,0.075,deviance,5,sqrt,1,1,500,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'loss': 'deviance', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 1, 'n_estimators': 500, 'subsample': 0.9}",,,,,,,,182
149,0.002999926,8.20E-07,0,0,friedman_mse,0.1,deviance,3,sqrt,1,1,1000,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 1, 'n_estimators': 1000, 'subsample': 0.9}",,,,,,,,183
98,0.002799416,0.000400257,0,0,friedman_mse,0.075,deviance,5,sqrt,1,1,800,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'loss': 'deviance', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 1, 'n_estimators': 800, 'subsample': 0.8}",,,,,,,,184
100,0.003799772,0.002639151,0,0,friedman_mse,0.075,deviance,5,sqrt,1,1,1000,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'loss': 'deviance', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 1, 'n_estimators': 1000, 'subsample': 0.8}",,,,,,,,185
147,0.002201223,0.000399638,0,0,friedman_mse,0.1,deviance,3,sqrt,1,1,800,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 1, 'n_estimators': 800, 'subsample': 0.9}",,,,,,,,186
146,0.002799988,0.000400188,0,0,friedman_mse,0.1,deviance,3,sqrt,1,1,800,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 1, 'n_estimators': 800, 'subsample': 0.8}",,,,,,,,187
145,0.00320015,0.000399185,0,0,friedman_mse,0.1,deviance,3,sqrt,1,1,500,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 1, 'n_estimators': 500, 'subsample': 0.9}",,,,,,,,188
144,0.00340085,0.000490331,0,0,friedman_mse,0.1,deviance,3,sqrt,1,1,500,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 1, 'n_estimators': 500, 'subsample': 0.8}",,,,,,,,189
137,0.003800297,0.000399662,0,0,friedman_mse,0.075,deviance,8,log2,1,1,1000,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'loss': 'deviance', 'max_depth': 8, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 1, 'n_estimators': 1000, 'subsample': 0.9}",,,,,,,,190
136,0.003311253,0.000611397,0,0,friedman_mse,0.075,deviance,8,log2,1,1,1000,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'loss': 'deviance', 'max_depth': 8, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 1, 'n_estimators': 1000, 'subsample': 0.8}",,,,,,,,191
135,0.004395103,0.002333293,0,0,friedman_mse,0.075,deviance,8,log2,1,1,800,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'loss': 'deviance', 'max_depth': 8, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 1, 'n_estimators': 800, 'subsample': 0.9}",,,,,,,,192
134,0.006200218,0.003970851,0,0,friedman_mse,0.075,deviance,8,log2,1,1,800,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'loss': 'deviance', 'max_depth': 8, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 1, 'n_estimators': 800, 'subsample': 0.8}",,,,,,,,193
133,0.004600811,0.001743451,0,0,friedman_mse,0.075,deviance,8,log2,1,1,500,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'loss': 'deviance', 'max_depth': 8, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 1, 'n_estimators': 500, 'subsample': 0.9}",,,,,,,,194
48,0.003802633,0.001166371,0,0,friedman_mse,0.05,deviance,8,sqrt,1,1,500,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'deviance', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 1, 'n_estimators': 500, 'subsample': 0.8}",,,,,,,,195
24,0.003000927,0.000631514,0,0,friedman_mse,0.05,deviance,5,sqrt,1,1,500,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'deviance', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 1, 'n_estimators': 500, 'subsample': 0.8}",,,,,,,,196
25,0.002801752,0.001169958,0,0,friedman_mse,0.05,deviance,5,sqrt,1,1,500,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'deviance', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 1, 'n_estimators': 500, 'subsample': 0.9}",,,,,,,,197
26,0.002198267,0.00039742,0,0,friedman_mse,0.05,deviance,5,sqrt,1,1,800,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'deviance', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 1, 'n_estimators': 800, 'subsample': 0.8}",,,,,,,,198
27,0.002799606,0.000749246,0,0,friedman_mse,0.05,deviance,5,sqrt,1,1,800,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'deviance', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 1, 'n_estimators': 800, 'subsample': 0.9}",,,,,,,,199
28,0.002400064,0.000490155,0,0,friedman_mse,0.05,deviance,5,sqrt,1,1,1000,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'deviance', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 1, 'n_estimators': 1000, 'subsample': 0.8}",,,,,,,,200
29,0.002408075,0.000796208,0,0,friedman_mse,0.05,deviance,5,sqrt,1,1,1000,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'deviance', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 1, 'n_estimators': 1000, 'subsample': 0.9}",,,,,,,,201
125,0.005600023,0.006216629,0,0,friedman_mse,0.075,deviance,8,sqrt,1,1,1000,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'loss': 'deviance', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 1, 'n_estimators': 1000, 'subsample': 0.9}",,,,,,,,202
124,0.00399909,0.001095845,0,0,friedman_mse,0.075,deviance,8,sqrt,1,1,1000,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'loss': 'deviance', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 1, 'n_estimators': 1000, 'subsample': 0.8}",,,,,,,,203
123,0.002799606,0.000400591,0,0,friedman_mse,0.075,deviance,8,sqrt,1,1,800,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'loss': 'deviance', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 1, 'n_estimators': 800, 'subsample': 0.9}",,,,,,,,204
122,0.003196907,0.000746572,0,0,friedman_mse,0.075,deviance,8,sqrt,1,1,800,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'loss': 'deviance', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 1, 'n_estimators': 800, 'subsample': 0.8}",,,,,,,,205
121,0.002203417,0.000404025,0,0,friedman_mse,0.075,deviance,8,sqrt,1,1,500,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'loss': 'deviance', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 1, 'n_estimators': 500, 'subsample': 0.9}",,,,,,,,206
120,0.003199291,0.00040164,0,0,friedman_mse,0.075,deviance,8,sqrt,1,1,500,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'loss': 'deviance', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 1, 'n_estimators': 500, 'subsample': 0.8}",,,,,,,,207
113,0.003000498,0.000632335,0,0,friedman_mse,0.075,deviance,5,log2,1,1,1000,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'loss': 'deviance', 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 1, 'n_estimators': 1000, 'subsample': 0.9}",,,,,,,,208
112,0.002399349,0.000490253,0,0,friedman_mse,0.075,deviance,5,log2,1,1,1000,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'loss': 'deviance', 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 1, 'n_estimators': 1000, 'subsample': 0.8}",,,,,,,,209
111,0.003302479,0.000596669,0,0,friedman_mse,0.075,deviance,5,log2,1,1,800,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'loss': 'deviance', 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 1, 'n_estimators': 800, 'subsample': 0.9}",,,,,,,,210
110,0.004000044,0.001265573,0,0,friedman_mse,0.075,deviance,5,log2,1,1,800,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'loss': 'deviance', 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 1, 'n_estimators': 800, 'subsample': 0.8}",,,,,,,,211
109,0.004103136,0.001685722,0,0,friedman_mse,0.075,deviance,5,log2,1,1,500,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'loss': 'deviance', 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 1, 'n_estimators': 500, 'subsample': 0.9}",,,,,,,,212
108,0.003800058,0.001166777,0,0,friedman_mse,0.075,deviance,5,log2,1,1,500,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'loss': 'deviance', 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 1, 'n_estimators': 500, 'subsample': 0.8}",,,,,,,,213
101,0.003000736,0.000632034,0,0,friedman_mse,0.075,deviance,5,sqrt,1,1,1000,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'loss': 'deviance', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 1, 'n_estimators': 1000, 'subsample': 0.9}",,,,,,,,214
99,0.003801012,0.002229694,0,0,friedman_mse,0.075,deviance,5,sqrt,1,1,800,0.9,"{'criterion': 'friedman_mse', 'learning_rate': 0.075, 'loss': 'deviance', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 1, 'n_estimators': 800, 'subsample': 0.9}",,,,,,,,215
0,0.0041996,0.000979453,0,0,friedman_mse,0.05,deviance,3,sqrt,1,1,500,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'deviance', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 1, 'n_estimators': 500, 'subsample': 0.8}",,,,,,,,216
